trade_date,DIA,EEM,EFA,EWJ,EWW,EWZ,FXE,FXI,FXY,GDX,GLD,HYG,IWM,IYR,QQQ,SLV,SPY,TLT,UNG,USO,XBI,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XRT
2010-06-11,0.007174286164314966,-0.017362349999999985,-0.010725360000000017,-0.02638229000000001,-0.025379200000000005,-0.013349970000000017,-0.0023746300000000026,-0.00955265000000001,-0.0034279199999999975,-0.011136010000000002,-0.003261070000000005,-0.007848210000000001,0.01625498194689602,-0.010348480000000021,5.040604645563593e-4,-0.019837410000000028,0.014254322776668236,-0.00436361,-0.03227093000000003,-0.009336249999999963,-0.05221125,-0.05458035000000003,-0.05813564999999998,-0.028143719999999997,-0.023685550000000014,-0.024645350000000024,-0.019756800000000012,-0.01238933,-0.008405759999999998,-0.01257552,-0.02043834999999998,-0.03222108999999998,-0.05140368000000001,-0.01914776999999998
2010-06-14,0.01017302354512195,0.03563300609339613,0.014950478421530966,0.014281962317381505,0.03311636293930724,0.03359437624182926,-7.354690740257637e-4,0.019361814450423218,0.005734028031483707,0.024529802119231392,0.011224292039377547,0.0056246659904627605,0.032535001629595564,0.022027337648510753,0.014720606976251403,0.03720327276518501,0.01806221376089342,0.007607739621270964,0.008233098182569565,0.0345189964392978,0.050249934969224724,0.07359182224861924,0.0034626916176226374,0.024833409055848896,0.0038494281087913668,0.0441873641652038,0.049763016950231574,0.015300270215501944,0.011584677975192484,0.019370303667324576,0.040846369722368395,0.060548505131761104,0.04744874218262357,0.030015777593816823
2010-06-15,-0.0022973704379743304,-0.013010342130328492,-0.019534161203030323,-0.00592200954963374,4.0396480255325273e-4,-0.004744011216836541,-0.0015529292206883268,-1.4380065759443672e-4,0.0023343429590619476,-0.002111188317647089,0.0012279722712514561,-0.003458057904828121,0.004954739621950893,0.026396505444679086,-0.004522504344463135,0.0055703759437516626,-5.4095115003524596e-5,0.006998760069776384,-0.10672911768100873,0.002976327469281684,0.006778990274553864,0.042811853346540585,0.013937918923395132,1.3272374495100492e-4,-9.724885414778839e-4,-0.010887096091006243,-0.027389932544615483,0.01024053201409765,0.006654632727940611,0.01451091486620289,-0.014391665141905721,0.03734522751076688,0.016061843510293633,0.032434307185252725
2010-06-16,0.010865299202952351,0.023526727999999997,0.020397999389872856,0.009137011734932685,0.016341889156744005,0.0323440493324072,0.0031080992532636284,0.027392748091905617,0.004024686653576359,0.015684486148957982,0.004672079730477317,0.007278894925210758,0.01874791469681006,0.010833871447014906,0.008801201706749223,0.02979927526226312,0.010628253131901196,3.7698675110994784e-4,0.07550248812724492,0.027754193950856404,0.009570519521120258,0.003341514499437509,0.03347083014919924,0.020440684391414776,0.024156128947425567,0.021203861229136034,0.016975142031983775,-2.452486788222623e-4,-0.002231605217636018,0.006271230649285354,0.030290333636593614,0.024338892273157678,0.04040101199073928,-0.0046218672742288774
2010-06-17,0.007653620320308873,0.021415917860946793,0.0130086741534889,0.01978363460848717,0.012869039499841695,0.020282160579808056,0.002741263232805484,0.005559175300771484,0.0036767126861116176,-0.022087635639435527,-0.0012722510999693647,-0.0048791572219820285,0.02309841596503992,0.012667140250229796,0.008715542109829971,0.006049371181602127,0.009612691525711939,0.002124707430045029,0.015564968304978166,0.007374534768709626,0.0027027114301323013,-0.04092831658521842,0.039258906177938535,0.026157507669491445,0.029602230263441123,-0.0019677786221906496,-0.006713711921039443,0.003149499878990155,0.011233937035788084,-9.056346105755508e-5,0.004604438450173012,0.0275957999638949,0.02132296664954661,0.03043362321761728
2010-06-18,0.0014046539480633627,0.022036297777452946,0.018727557646557584,-2.1514939151283038e-4,0.009464088909609002,0.02633947411951977,0.004289439224695312,0.013753432894466566,-2.649106514225827e-4,0.010796219595925735,0.004180083194095439,0.0011293842434405114,-0.021072344468433958,0.025455902161184617,-0.006803858763257474,-0.015451996231191256,0.007377734070799197,0.00558398509511715,-0.027071219092328347,0.026738457241661004,-0.0022180653846489845,0.0691984881749384,0.01222642913791417,0.015047825142437792,0.009043647907061546,0.032399218353841956,0.005424544078960564,-0.005899339383600738,-0.004639814060525379,-0.005489119604448426,0.00748883145626663,0.04562412033499974,0.01424247492173436,0.006183733230385596
2011-03-11,-0.0028066500000000077,0.004456961063397373,-0.00470547000000001,-0.017551530000000003,-0.010345329999999986,0.010169660738543577,-0.00126945,-0.008005530000000004,-0.0027861299999999986,-0.0010744119042063321,0.004662285389242548,-0.0036620900000000007,0.021976914352159697,-0.005099369999999999,-0.001795407581244194,0.009816899406190252,0.008221556397445543,-0.00222785,-0.018412799999999993,0.034648598834421035,-0.020934270000000005,-0.019939650000000017,-0.02313359999999999,-0.017809343606854357,-0.010174346818010806,-0.007147920000000002,-0.008512869999999999,-0.008243129999999998,-0.011308,-0.01131108,-0.02154116999999999,-0.016630509999999987,-0.03530399999999999,-0.010903469999999998
2011-03-14,0.005772682019363522,0.015255177529527673,-0.019193493670402427,-0.3574824047588171,0.023262504827675973,0.02074668171852887,-4.359945953625252e-4,0.02162048385962096,-0.0037181005648300822,0.02746683018007265,0.006465920614252281,0.002799480416006258,0.02549372856330131,0.0016476672347930238,0.010184924932466588,0.042740073648303525,0.006175422476539266,0.0033906644931325208,0.009909425280018903,0.053198676974923906,0.0029202296677711195,0.038686545659841656,0.03208005327370204,0.0341377572383979,-0.002882360518055495,0.0010901867615924835,0.02935709994358269,0.004228919565853476,-0.010362002449306336,0.009225548950615461,0.021087596914466128,0.0333281363261418,-0.019043249541258953,0.01997594548590692
2011-03-15,-0.016134429496583277,-0.027349681235975427,-0.03169552612462423,-0.2975205409577183,-0.01017813877224056,-0.006603462896863886,0.0010167805863025379,-0.03088192301885189,-0.01180696691640926,-0.017114570898392703,-0.01733680776225692,-0.003897570954476828,-0.008466124303860838,0.0019054415538976022,-0.01598836045181804,-0.06634244295402962,-0.016000434415830427,-0.010195685861810086,0.0010979884170339016,-0.0507659306264374,0.011332440437631241,-0.04111970819324373,0.005558234000000016,-0.008151732142533799,0.008442309982852919,-0.006124322953833396,-0.023278013444909103,-0.006347143202678908,-0.018194261424465848,-0.024513647682552604,-0.011643433802013894,0.005588313797498232,0.03794738249165315,0.004827159087683185
2011-03-16,-0.028908745743110406,-0.039190204765893494,-0.05323349993383686,0.02937358175509397,-0.0298418409538631,-0.022394217451252307,-0.0016661496464985756,-0.042443320755696345,-0.0020531172152294143,-0.019465472476775936,0.0052669867486171,0.0011363416726160591,-0.007171900890185476,-0.017297498358251368,-0.02655581904772778,0.023945965496289273,-0.02801804684817999,-0.008929399476313132,0.030632325716039306,0.015411498027277731,-0.007150942365732705,0.0017196931831498369,-0.032327171400566554,-0.026749738940227155,-0.049093093164769105,-0.02419839452858045,-0.026729802267693885,-0.009557948922734372,-0.01626574210279265,-0.009373788739686084,-0.0048147774948787345,-0.011103456418991395,-0.023589502628422118,-0.01069487652856007
